Date,SMS,Month,Year,Day,Amount,Type,Merchant,Category
2019-11-26 17:26:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 16031.99",11,2019,26,16000.0,Credit,,Other
2019-11-26 21:23:00,transaction of aed 85.00 debited from your a/c ****0535 at tiger cookies cafe llc abu dhabi ae. avl bal is aed 15946.99,11,2019,26,85.0,Debit,tiger cookies cafe llc abu dhabi ae,Food
2019-11-26 21:37:00,"dear customer, aed 4100.00 was debited from your account ****0535. your available account balance is aed 11845.94",11,2019,26,4100.0,Debit,,Other
2019-11-26 21:37:00,"dear customer, aed 1.05 was debited from your account ****0535. your available account balance is aed 11845.94",11,2019,26,1.05,Debit,,Other
2019-11-26 21:38:00,"dear customer, aed 10000.00 was debited from your account ****0535. your available account balance is aed 1845.94",11,2019,26,10000.0,Debit,,Other
2019-11-26 23:27:00,"dear customer, aed 610.00 was credited to your account ****0535. your available account balance is aed 1845.94",11,2019,26,610.0,Credit,,Other
2019-11-26 23:27:00,"dear customer, aed 610.00 was debited from your account ****0535. your available account balance is aed 1235.94",11,2019,26,610.0,Debit,,Other
2019-11-26 23:28:00,"dear customer, aed 610.00 was debited from your account ****0535. your available account balance is aed 1235.94",11,2019,26,610.0,Debit,,Other
2019-11-26 23:28:00,"dear customer, aed 610.00 was credited to your account ****0535. your available account balance is aed 1235.94",11,2019,26,610.0,Credit,,Other
2019-11-26 23:28:00,"dear customer, aed 610.00 was debited from your account ****0535. your available account balance is aed 1235.94",11,2019,26,610.0,Debit,,Other
2019-11-26 23:29:00,"dear customer, aed 610.00 was debited from your account ****0535. your available account balance is aed 625.94",11,2019,26,610.0,Debit,,Other
2019-11-26 23:32:00,transaction of aed 300.00 debited from your a/c ****0535 at adnoc distribution abu dhabi ae. avl bal is aed 325.94,11,2019,26,300.0,Debit,adnoc distribution abu dhabi ae,Shopping
2019-11-27 11:54:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 225.94",11,2019,27,100.0,Debit,,Other
2019-11-28 09:31:00,transaction of aed 55.00 debited from your a/c ****0535 at du - quick recharge dubai ae. avl bal is aed 170.94,11,2019,28,55.0,Debit,du,Bills
2019-12-01 10:48:00,"dear customer, aed 150.00 was credited to your account ****0535. your available account balance is aed 320.94",12,2019,1,150.0,Credit,,Other
2019-12-02 09:54:00,"dear customer, aed 300.00 was credited to your account ****0535. your available account balance is aed 620.94",12,2019,2,300.0,Credit,,Other
2019-12-02 09:56:00,transaction of aed 358.16 debited from your a/c ****0535 at etisalat digital app abu dhabi ae. avl bal is aed 262.78,12,2019,2,358.16,Debit,etisalat digital app abu dhabi ae,Shopping
2019-12-02 22:57:00,"dear customer, aed 3000.00 was credited to your account ****0535. your available account balance is aed 3262.78",12,2019,2,3000.0,Credit,,Other
2019-12-03 00:39:00,"dear customer, aed 2650.00 was debited from your account ****0535. your available account balance is aed 612.78",12,2019,3,2650.0,Debit,,Other
2019-12-03 00:50:00,"dear customer, aed 200.00 was credited to your account ****0535. your available account balance is aed 812.78",12,2019,3,200.0,Credit,,Other
2019-12-03 14:03:00,transaction of aed 95.00 debited from your a/c ****0535 at talabat middle east in dubai ae. avl bal is aed 717.78,12,2019,3,95.0,Debit,talabat middle east,Food
2019-12-04 18:01:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 617.78",12,2019,4,100.0,Debit,,Other
2019-12-04 19:25:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 717.78",12,2019,4,100.0,Credit,,Other
2019-12-05 22:54:00,transaction of aed 20.00 debited from your a/c ****0535 at parakandy abdul majeed abu dhabi ae. avl bal is aed 697.78,12,2019,5,20.0,Debit,parakandy abdul majeed abu dhabi ae,Shopping
2019-12-07 08:21:00,transaction of aed 20.00 debited from your a/c ****0535 at aliya veg & fruits abu dhabi ae. avl bal is aed 677.78,12,2019,7,20.0,Debit,aliya veg & fruits abu dhabi ae,Shopping
2019-12-08 07:58:00,transaction of aed 10.00 debited from your a/c ****0535 at parakandy abdul majeed abu dhabi ae. avl bal is aed 667.78,12,2019,8,10.0,Debit,parakandy abdul majeed abu dhabi ae,Shopping
2019-12-08 22:44:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 567.78",12,2019,8,100.0,Debit,,Other
2019-12-11 08:44:00,"dear customer, aed 1.00 was debited from your account ****0535. your available account balance is aed 566.78",12,2019,11,1.0,Debit,,Other
2019-12-11 14:24:00,transaction of aed 66.50 debited from your a/c ****0535 at kermalak restaurant abu dhabi ae. avl bal is aed 500.28,12,2019,11,66.5,Debit,kermalak restaurant abu dhabi ae,Food
2019-12-13 12:36:00,transaction of aed 28.00 debited from your a/c ****0535 at tea junction express abu dhabi ae. avl bal is aed 472.28,12,2019,13,28.0,Debit,tea junction express abu dhabi ae,Shopping
2019-12-13 19:54:00,"dear customer, aed 450.00 was debited from your account ****0535. your available account balance is aed 22.28",12,2019,13,450.0,Debit,,Other
2019-12-14 08:12:00,transaction of aed 19.75 debited from your a/c ****0535 at starbucks-adnoc-d843 abu dhabi ae. avl bal is aed 2.53,12,2019,14,19.75,Debit,starbucks,Food
2019-12-16 17:24:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 28.53",12,2019,16,100.0,Credit,,Other
2019-12-16 17:25:00,transaction of aed 74.00 debited from your a/c ****0535 at zomato order dubai ae. avl bal is aed 28.53,12,2019,16,74.0,Debit,zomato order dubai ae,Food
2019-12-20 17:10:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 128.53",12,2019,20,100.0,Credit,,Other
2019-12-20 17:11:00,transaction of aed 31.00 debited from your a/c ****0535 at broccoli pizza & pasta abu dhabi ae. avl bal is aed 97.53,12,2019,20,31.0,Debit,broccoli pizza & pasta abu dhabi ae,Shopping
2019-12-22 15:25:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 197.53",12,2019,22,100.0,Credit,,Other
2019-12-22 15:25:00,"dear customer, aed 110.00 was debited from your account ****0535. your available account balance is aed 87.53",12,2019,22,110.0,Debit,,Other
2019-12-22 15:25:00,"dear customer, aed 10.00 was debited from your account ****0535. your available account balance is aed 77.53",12,2019,22,10.0,Debit,,Other
2019-12-22 15:25:00,"dear customer, aed 300.00 was credited to your account ****0535. your available account balance is aed 377.53",12,2019,22,300.0,Credit,,Other
2019-12-22 15:25:00,transaction of aed 322.14 debited from your a/c ****0535 at du (eitc) dubai ae. avl bal is aed 55.39,12,2019,22,322.14,Debit,du,Bills
2019-12-23 18:27:00,"dear customer, aed 150.00 was credited to your account ****0535. your available account balance is aed 205.39",12,2019,23,150.0,Credit,,Other
2019-12-23 18:30:00,"dear customer, aed 150.00 was debited from your account ****0535. your available account balance is aed 55.39",12,2019,23,150.0,Debit,,Other
2019-12-23 18:36:00,"dear customer, aed 150.00 was credited to your account ****0535. your available account balance is aed 205.39",12,2019,23,150.0,Credit,,Other
2019-12-24 20:14:00,transaction of aed 34.00 debited from your a/c ****0535 at zomato order dubai ae. avl bal is aed 171.39,12,2019,24,34.0,Debit,zomato order dubai ae,Food
2019-12-24 22:07:00,transaction of aed 45.00 debited from your a/c ****0535 at tea junction express abu dhabi ae. avl bal is aed 126.39,12,2019,24,45.0,Debit,tea junction express abu dhabi ae,Shopping
2019-12-25 13:11:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 16126.39",12,2019,25,16000.0,Credit,,Other
2019-12-25 13:21:00,transaction of aed 200.00 debited from your a/c ****0535 at adnoc distribution abu dhabi ae. avl bal is aed 15926.39,12,2019,25,200.0,Debit,adnoc distribution abu dhabi ae,Shopping
2019-12-25 13:22:00,"dear customer, aed 4600.00 was debited from your account ****0535. your available account balance is aed 11325.34",12,2019,25,4600.0,Debit,,Other
2019-12-25 13:22:00,"dear customer, aed 1.05 was debited from your account ****0535. your available account balance is aed 11325.34",12,2019,25,1.05,Debit,,Other
2019-12-25 13:29:00,"dear customer, aed 10000.00 was debited from your account ****0535. your available account balance is aed 1324.29",12,2019,25,10000.0,Debit,,Other
2019-12-25 13:29:00,"dear customer, aed 1.05 was debited from your account ****0535. your available account balance is aed 1324.29",12,2019,25,1.05,Debit,,Other
2019-12-25 13:33:00,"dear customer, aed 120.00 was debited from your account ****0535. your available account balance is aed 1204.29",12,2019,25,120.0,Debit,,Other
2019-12-25 14:02:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 1104.29",12,2019,25,100.0,Debit,,Other
2019-12-25 20:58:00,transaction of aed 99.00 debited from your a/c ****0535 at www.groupon.ae groupon.ae ie. avl bal is aed 1005.29,12,2019,25,99.0,Debit,www,Other
2019-12-28 09:36:00,"dear customer, aed 34.00 was credited to your account ****0535. your available account balance is aed 1039.29",12,2019,28,34.0,Credit,,Other
2019-12-29 20:34:00,"dear customer, aed 200.00 was debited from your account ****0535. your available account balance is aed 839.29",12,2019,29,200.0,Debit,,Other
2019-12-29 22:30:00,"dear customer, aed 200.00 was debited from your account ****0535. your available account balance is aed 639.29",12,2019,29,200.0,Debit,,Other
2019-12-29 22:31:00,"dear customer, aed 150.00 was debited from your account ****0535. your available account balance is aed 489.29",12,2019,29,150.0,Debit,,Other
2019-12-29 22:32:00,"dear customer, aed 400.00 was debited from your account ****0535. your available account balance is aed 89.29",12,2019,29,400.0,Debit,,Other
2019-12-31 20:46:00,"dear customer, aed 370.00 was credited to your account ****0535. your available account balance is aed 459.29",12,2019,31,370.0,Credit,,Other
2019-12-31 20:50:00,transaction of aed 374.54 debited from your a/c ****0535 at smiles abu dhabi ae. avl bal is aed 84.75,12,2019,31,374.54,Debit,smiles abu dhabi ae,Shopping
2020-01-01 15:47:00,transaction of aed 63.00 debited from your a/c ****0535 at stellas sweet boutique abu dhabi ae. avl bal is aed 21.75,1,2020,1,63.0,Debit,stellas sweet boutique abu dhabi ae,Shopping
2020-01-01 15:55:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 121.75",1,2020,1,100.0,Credit,,Other
2020-01-01 15:58:00,transaction of aed 24.15 debited from your a/c ****0535 at stellas sweet boutique abu dhabi ae. avl bal is aed 97.60,1,2020,1,24.15,Debit,stellas sweet boutique abu dhabi ae,Shopping
2020-01-01 23:42:00,"dear customer, aed 15000.00 was credited to your account ****0535. your available account balance is aed 15097.60",1,2020,1,15000.0,Credit,,Other
2020-01-01 23:43:00,"dear customer, aed 2000.00 was credited to your account ****0535. your available account balance is aed 17097.60",1,2020,1,2000.0,Credit,,Other
2020-01-01 23:45:00,"dear customer, aed 1000.00 was credited to your account ****0535. your available account balance is aed 18097.60",1,2020,1,1000.0,Credit,,Other
2020-01-01 23:49:00,"dear customer, aed 1000.00 was credited to your account ****0535. your available account balance is aed 19097.60",1,2020,1,1000.0,Credit,,Other
2020-01-03 16:35:00,transaction of aed 144.45 debited from your a/c ****0535 at yas mart gnrl trd co abu dhabi ae. avl bal is aed 18953.15,1,2020,3,144.45,Debit,yas mart gnrl trd co abu dhabi ae,Shopping
2020-01-03 16:55:00,transaction of aed 84.50 debited from your a/c ****0535 at yas mart gnrl trd co abu dhabi ae. avl bal is aed 18868.65,1,2020,3,84.5,Debit,yas mart gnrl trd co abu dhabi ae,Shopping
2020-01-04 15:25:00,transaction of aed 17.00 debited from your a/c ****0535 at royal m hotel fujairah ae. avl bal is aed 18851.65,1,2020,4,17.0,Debit,royal m hotel fujairah ae,Other
2020-01-04 22:35:00,transaction of aed 7.54 debited from your a/c ****0535 at amazon prime amzn.com/bill us. avl bal is aed 18844.11,1,2020,4,7.54,Debit,amazon prime amzn,Shopping
2020-01-05 18:13:00,transaction of aed 62.75 debited from your a/c ****0535 at talabat middle east in dubai ae. avl bal is aed 18781.36,1,2020,5,62.75,Debit,talabat middle east,Food
2020-01-06 08:37:00,transaction of aed 240.69 debited from your a/c ****0535 at amazon.com amzn.com/bill us. avl bal is aed 18540.67,1,2020,6,240.69,Debit,amazon,Shopping
2020-01-08 18:19:00,transaction of aed 27.00 debited from your a/c ****0535 at talabat middle east in dubai ae. avl bal is aed 18513.67,1,2020,8,27.0,Debit,talabat middle east,Food
2020-01-10 15:26:00,transaction of aed 167.16 debited from your a/c ****0535 at du (eitc) dubai ae. avl bal is aed 18346.51,1,2020,10,167.16,Debit,du,Bills
2020-01-10 16:26:00,transaction of aed 142.50 debited from your a/c ****0535 at mcdonalds sharjah ae. avl bal is aed 18204.01,1,2020,10,142.5,Debit,mcdonalds sharjah ae,Food
2020-01-11 21:11:00,transaction of aed 24.00 debited from your a/c ****0535 at first food services llc abu dhabi ae. avl bal is aed 18180.01,1,2020,11,24.0,Debit,first food services llc abu dhabi ae,Shopping
2020-01-11 23:23:00,transaction of aed 49.20 debited from your a/c ****0535 at amazon prime amzn.com/bill us. avl bal is aed 18130.81,1,2020,11,49.2,Debit,amazon prime amzn,Shopping
2020-01-13 07:54:00,transaction of aed 17.75 debited from your a/c ****0535 at starbucks-adnoc-d843 abu dhabi ae. avl bal is aed 18113.06,1,2020,13,17.75,Debit,starbucks,Food
2020-01-13 17:19:00,"dear customer, aed 250.00 was credited to your account ****0535. your available account balance is aed 18363.06",1,2020,13,250.0,Credit,,Other
2020-01-14 07:49:00,transaction of aed 17.75 debited from your a/c ****0535 at starbucks-adnoc-d843 abu dhabi ae. avl bal is aed 18345.31,1,2020,14,17.75,Debit,starbucks,Food
2020-01-14 15:29:00,transaction of aed 23.50 debited from your a/c ****0535 at parakandy abdul majeed abu dhabi ae. avl bal is aed 18321.81,1,2020,14,23.5,Debit,parakandy abdul majeed abu dhabi ae,Shopping
2020-01-15 07:51:00,transaction of aed 35.50 debited from your a/c ****0535 at starbucks-adnoc-d843 abu dhabi ae. avl bal is aed 18286.31,1,2020,15,35.5,Debit,starbucks,Food
2020-01-15 10:17:00,"dear customer, aed 226.17 was credited to your account ****0535. your available account balance is aed 18558.71",1,2020,15,226.17,Credit,,Other
2020-01-15 10:17:00,"dear customer, aed 46.23 was credited to your account ****0535. your available account balance is aed 18558.71",1,2020,15,46.23,Credit,,Other
2020-01-15 20:20:00,"dear customer, aed 15.50 was debited from your account ****0535. your available account balance is aed 18543.21",1,2020,15,15.5,Debit,,Other
2020-01-17 09:26:00,transaction of aed 24.15 debited from your a/c ****0535 at al khaizuran rest. & g abu dhabi ae. avl bal is aed 18519.06,1,2020,17,24.15,Debit,al khaizuran rest,Other
2020-01-18 07:53:00,transaction of aed 17.75 debited from your a/c ****0535 at starbucks-adnoc-d843 abu dhabi ae. avl bal is aed 18501.31,1,2020,18,17.75,Debit,starbucks,Food
2020-01-19 12:16:00,transaction of aed 82.75 debited from your a/c ****0535 at starbucks -d625 alshay abu dhabi ae. avl bal is aed 18418.56,1,2020,19,82.75,Debit,starbucks,Food
2020-01-19 21:51:00,"dear customer, aed 1500.00 was credited to your account ****0535. your available account balance is aed 19918.56",1,2020,19,1500.0,Credit,,Other
2020-01-20 07:24:00,transaction of aed 11.00 debited from your a/c ****0535 at tea junction express abu dhabi ae. avl bal is aed 19907.56,1,2020,20,11.0,Debit,tea junction express abu dhabi ae,Shopping
2020-01-20 15:27:00,transaction of aed 25.00 debited from your a/c ****0535 at altaj aldiwali cars wa abu dhabi ae. avl bal is aed 19882.56,1,2020,20,25.0,Debit,altaj aldiwali cars wa abu dhabi ae,Shopping
2020-01-20 17:38:00,transaction of aed 145.00 debited from your a/c ****0535 at cravia inc llc abu dha abu dhabi ae. avl bal is aed 19737.56,1,2020,20,145.0,Debit,cravia inc llc abu dha abu dhabi ae,Shopping
2020-01-20 22:10:00,"dear customer, your salary of aed 1800.00 was credited to your account ****0535. your available account balance is aed 21537.56",1,2020,20,1800.0,Credit,,Other
2020-01-21 00:55:00,transaction of aed 3848.13 debited from your a/c ****0535 at andy mark inc kokomo us. avl bal is aed 17689.43,1,2020,21,3848.13,Debit,andy mark inc kokomo us,Other
2020-01-21 01:50:00,"dear customer, aed 1800.00 was debited from your account ****0535. your available account balance is aed 15889.43",1,2020,21,1800.0,Debit,,Other
2020-01-21 08:28:00,transaction of aed 16.00 debited from your a/c ****0535 at amazon.ae dubai ae. avl bal is aed 15873.43,1,2020,21,16.0,Debit,amazon,Shopping
2020-01-22 16:03:00,transaction of aed 22.00 debited from your a/c ****0535 at first food services llc abu dhabi ae. avl bal is aed 15851.43,1,2020,22,22.0,Debit,first food services llc abu dhabi ae,Shopping
2020-01-22 16:18:00,transaction of aed 266.44 debited from your a/c ****0535 at amazon.ae dubai ae. avl bal is aed 15584.99,1,2020,22,266.44,Debit,amazon,Shopping
2020-01-23 12:04:00,"dear customer, aed 1800.00 was credited to your account ****0535. your available account balance is aed 17384.99",1,2020,23,1800.0,Credit,,Other
2020-01-24 14:05:00,transaction of aed 34.42 debited from your a/c ****0535 at health line pharmacy abu dhabi ae. avl bal is aed 17350.57,1,2020,24,34.42,Debit,health line pharmacy abu dhabi ae,Shopping
2020-01-25 11:35:00,transaction of aed 422.00 debited from your a/c ****0535 at federal express adac abu dhabi ae. avl bal is aed 16928.57,1,2020,25,422.0,Debit,federal express adac abu dhabi ae,Shopping
2020-01-25 13:05:00,"dear customer, aed 16.00 was credited to your account ****0535. your available account balance is aed 16944.57",1,2020,25,16.0,Credit,,Other
2020-01-26 12:38:00,transaction of aed 35.50 debited from your a/c ****0535 at starbucks-d717-adnoc auh ae. avl bal is aed 16909.07,1,2020,26,35.5,Debit,starbucks,Food
2020-01-26 12:47:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 32909.07",1,2020,26,16000.0,Credit,,Other
2020-01-26 13:55:00,transaction of aed 300.00 debited from your a/c ****0535 at adnoc distribution abu dhabi ae. avl bal is aed 32609.07,1,2020,26,300.0,Debit,adnoc distribution abu dhabi ae,Shopping
2020-01-26 13:58:00,"dear customer, aed 22200.00 was debited from your account ****0535. your available account balance is aed 10409.07",1,2020,26,22200.0,Debit,,Other
2020-01-26 14:05:00,"dear customer, aed 10000.00 was debited from your account ****0535. your available account balance is aed 409.07",1,2020,26,10000.0,Debit,,Other
2020-01-27 11:59:00,"dear customer, aed 1.00 was debited from your account ****0535. your available account balance is aed 408.07",1,2020,27,1.0,Debit,,Other
2020-01-27 12:42:00,transaction of aed 27.00 debited from your a/c ****0535 at zomato order dubai ae. avl bal is aed 381.07,1,2020,27,27.0,Debit,zomato order dubai ae,Food
2020-01-27 12:56:00,"dear customer, aed 6000.00 was credited to your account ****0535. your available account balance is aed 6381.07",1,2020,27,6000.0,Credit,,Other
2020-01-27 13:02:00,"dear customer, aed 2500.00 was debited from your account ****0535. your available account balance is aed 3880.02",1,2020,27,2500.0,Debit,,Other
2020-01-27 13:02:00,"dear customer, aed 1.05 was debited from your account ****0535. your available account balance is aed 3880.02",1,2020,27,1.05,Debit,,Other
2020-01-27 14:02:00,"dear customer, aed 3500.00 was debited from your account ****0535. your available account balance is aed 380.02",1,2020,27,3500.0,Debit,,Other
2020-01-28 16:45:00,transaction of aed 13.65 debited from your a/c ****0535 at gulf pastry llc abu dhabi ae. avl bal is aed 366.37,1,2020,28,13.65,Debit,gulf pastry llc abu dhabi ae,Shopping
2020-01-29 20:16:00,transaction of aed 39.00 debited from your a/c ****0535 at tea junction express abu dhabi ae. avl bal is aed 327.37,1,2020,29,39.0,Debit,tea junction express abu dhabi ae,Shopping
2020-01-31 15:08:00,"dear customer, aed 1000.00 was credited to your account ****0535. your available account balance is aed 1327.37",1,2020,31,1000.0,Credit,,Other
2020-01-31 15:20:00,transaction of aed 1000.00 debited from your a/c ****0535 at cocoon health & beauty al ain ae. avl bal is aed 327.37,1,2020,31,1000.0,Debit,cocoon health & beauty al ain ae,Other
2020-02-01 07:42:00,transaction of aed 17.75 debited from your a/c ****0535 at starbucks-adnoc-d843 abu dhabi ae. avl bal is aed 309.62,2,2020,1,17.75,Debit,starbucks,Food
2020-02-01 16:59:00,transaction of aed 74.50 debited from your a/c ****0535 at mcdonalds sharjah ae. avl bal is aed 235.12,2,2020,1,74.5,Debit,mcdonalds sharjah ae,Food
2020-02-02 15:57:00,transaction of aed 82.00 debited from your a/c ****0535 at mcdonalds sharjah ae. avl bal is aed 153.12,2,2020,2,82.0,Debit,mcdonalds sharjah ae,Food
2020-02-03 16:21:00,transaction of aed 15.75 debited from your a/c ****0535 at gulf pastry llc abu dhabi ae. avl bal is aed 137.37,2,2020,3,15.75,Debit,gulf pastry llc abu dhabi ae,Shopping
2020-02-03 19:45:00,"dear customer, aed 200.00 was credited to your account ****0535. your available account balance is aed 97.37",2,2020,3,200.0,Credit,,Other
2020-02-03 19:45:00,transaction of aed 240.00 debited from your a/c ****0535 at lril splash abu dhabi ae. avl bal is aed 97.37,2,2020,3,240.0,Debit,lril splash abu dhabi ae,Shopping
2020-02-05 08:17:00,transaction of aed 13.65 debited from your a/c ****0535 at gulf pastry llc abu dhabi ae. avl bal is aed 83.72,2,2020,5,13.65,Debit,gulf pastry llc abu dhabi ae,Shopping
2020-02-05 20:29:00,"dear customer, aed 80.00 was debited from your account ****0535. your available account balance is aed 3.72",2,2020,5,80.0,Debit,,Other
2020-02-08 09:56:00,"dear customer, aed 300.00 was credited to your account ****0535. your available account balance is aed 259.32",2,2020,8,300.0,Credit,,Other
2020-02-08 09:56:00,transaction of aed 44.40 debited from your a/c ****0535 at talabat middle east in dubai ae. avl bal is aed 259.32,2,2020,8,44.4,Debit,talabat middle east,Food
2020-02-09 11:44:00,transaction of aed 8.00 debited from your a/c ****0535 at parakandy abdul majeed abu dhabi ae. avl bal is aed 251.32,2,2020,9,8.0,Debit,parakandy abdul majeed abu dhabi ae,Shopping
2020-02-09 12:14:00,transaction of aed 29.25 debited from your a/c ****0535 at starbucks-d717-adnoc auh ae. avl bal is aed 222.07,2,2020,9,29.25,Debit,starbucks,Food
2020-02-09 14:50:00,transaction of aed 14.50 debited from your a/c ****0535 at mcdonalds-adnoc mushri dubai ae. avl bal is aed 207.57,2,2020,9,14.5,Debit,mcdonalds,Food
2020-02-09 14:51:00,transaction of aed 5.00 debited from your a/c ****0535 at mcdonalds-adnoc mushri dubai ae. avl bal is aed 202.57,2,2020,9,5.0,Debit,mcdonalds,Food
2020-02-10 09:45:00,"dear customer, aed 60.00 was credited to your account ****0535. your available account balance is aed 262.57",2,2020,10,60.0,Credit,,Other
2020-02-10 10:26:00,"dear customer, aed 30.00 was credited to your account ****0535. your available account balance is aed 292.57",2,2020,10,30.0,Credit,,Other
2020-02-10 10:32:00,transaction of aed 264.80 debited from your a/c ****0535 at save my exams +440789400938 gb. avl bal is aed 27.77,2,2020,10,264.8,Debit,save my exams,Shopping
2020-02-11 07:57:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 83.02",2,2020,11,100.0,Credit,,Other
2020-02-11 07:57:00,transaction of aed 44.75 debited from your a/c ****0535 at starbucks-adnoc-d843 abu dhabi ae. avl bal is aed 83.02,2,2020,11,44.75,Debit,starbucks,Food
2020-02-11 17:53:00,transaction of aed 51.20 debited from your a/c ****0535 at gulf pastry llc abu dhabi ae. avl bal is aed 31.82,2,2020,11,51.2,Debit,gulf pastry llc abu dhabi ae,Shopping
2020-02-12 09:35:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 131.82",2,2020,12,100.0,Credit,,Other
2020-02-12 10:07:00,transaction of aed 34.65 debited from your a/c ****0535 at carrefour abu dhabi ae. avl bal is aed 97.17,2,2020,12,34.65,Debit,carrefour abu dhabi ae,Shopping
2020-02-12 10:08:00,transaction of aed 15.00 debited from your a/c ****0535 at continental food-399108 sharjah ae. avl bal is aed 82.17,2,2020,12,15.0,Debit,continental food,Food
2020-02-12 10:11:00,transaction of aed 21.00 debited from your a/c ****0535 at du-bawabat- f09ad12 auh ae. avl bal is aed 61.17,2,2020,12,21.0,Debit,du,Bills
2020-02-12 13:46:00,transaction of aed 55.00 debited from your a/c ****0535 at du - quick recharge dubai ae. avl bal is aed 6.17,2,2020,12,55.0,Debit,du,Bills
2020-02-15 18:39:00,"dear customer, aed 700.00 was credited to your account ****0535. your available account balance is aed 706.17",2,2020,15,700.0,Credit,,Other
2020-02-15 18:40:00,transaction of aed 17.00 debited from your a/c ****0535 at galadari ice cream co l dubai ae. avl bal is aed 689.17,2,2020,15,17.0,Debit,galadari ice cream co l dubai ae,Food
2020-02-16 07:51:00,transaction of aed 482.11 debited from your a/c ****0535 at etisalat digital app abu dhabi ae. avl bal is aed 207.06,2,2020,16,482.11,Debit,etisalat digital app abu dhabi ae,Shopping
2020-02-16 07:52:00,"dear customer, aed 10.00 was credited to your account ****0535. your available account balance is aed 217.06",2,2020,16,10.0,Credit,,Other
2020-02-17 15:53:00,transaction of aed 25.00 debited from your a/c ****0535 at galadari ice cream co l dubai ae. avl bal is aed 191.60,2,2020,17,25.0,Debit,galadari ice cream co l dubai ae,Food
2020-02-17 16:50:00,transaction of aed 31.00 debited from your a/c ****0535 at kfc mafraq dubai ae. avl bal is aed 160.60,2,2020,17,31.0,Debit,kfc mafraq dubai ae,Bills
2020-02-18 11:55:00,transaction of aed 16.00 debited from your a/c ****0535 at cafteria alraai abu dhabi ae. avl bal is aed 144.60,2,2020,18,16.0,Debit,cafteria alraai abu dhabi ae,Shopping
2020-02-18 16:44:00,transaction of aed 75.00 debited from your a/c ****0535 at zomato order dubai ae. avl bal is aed 69.60,2,2020,18,75.0,Debit,zomato order dubai ae,Food
2020-02-18 21:43:00,transaction of aed 8.00 debited from your a/c ****0535 at parakandy abdul majeed abu dhabi ae. avl bal is aed 61.60,2,2020,18,8.0,Debit,parakandy abdul majeed abu dhabi ae,Shopping
2020-02-19 08:12:00,transaction of aed 19.30 debited from your a/c ****0535 at lulu hypermarket llc abu dhabi ae. avl bal is aed 42.30,2,2020,19,19.3,Debit,lulu hypermarket llc abu dhabi ae,Shopping
2020-02-20 13:24:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 68.30",2,2020,20,100.0,Credit,,Other
2020-02-20 13:24:00,transaction of aed 74.00 debited from your a/c ****0535 at zomato order dubai ae. avl bal is aed 68.30,2,2020,20,74.0,Debit,zomato order dubai ae,Food
2020-02-20 22:31:00,"dear customer, aed 50.00 was debited from your account ****0535. your available account balance is aed 18.30",2,2020,20,50.0,Debit,,Other
2020-02-22 00:23:00,"dear customer, aed 500.00 was credited to your account ****0535. your available account balance is aed 218.30",2,2020,22,500.0,Credit,,Other
2020-02-22 00:23:00,transaction of aed 300.00 debited from your a/c ****0535 at alumma stationary abu dhabi ae. avl bal is aed 218.30,2,2020,22,300.0,Debit,alumma stationary abu dhabi ae,Shopping
2020-02-24 11:14:00,transaction of aed 33.75 debited from your a/c ****0535 at costa coffee dubai ae. avl bal is aed 184.55,2,2020,24,33.75,Debit,costa coffee dubai ae,Bills
2020-02-24 18:37:00,transaction of aed 10.50 debited from your a/c ****0535 at karam al sham restauran abu dhabi ae. avl bal is aed 174.05,2,2020,24,10.5,Debit,karam al sham restauran abu dhabi ae,Shopping
2020-02-25 12:13:00,transaction of aed 25.00 debited from your a/c ****0535 at tea junction express abu dhabi ae. avl bal is aed 149.05,2,2020,25,25.0,Debit,tea junction express abu dhabi ae,Shopping
2020-02-25 13:06:00,"dear customer, aed 400.00 was credited to your account ****0535. your available account balance is aed 549.05",2,2020,25,400.0,Credit,,Other
2020-02-25 13:19:00,"dear customer, aed 370.00 was debited from your account ****0535. your available account balance is aed 179.05",2,2020,25,370.0,Debit,,Other
2020-02-26 14:50:00,transaction of aed 8.00 debited from your a/c ****0535 at parakandy abdul majeed abu dhabi ae. avl bal is aed 171.05,2,2020,26,8.0,Debit,parakandy abdul majeed abu dhabi ae,Shopping
2020-02-26 17:09:00,"dear customer, aed 50.00 was debited from your account ****0535. your available account balance is aed 121.05",2,2020,26,50.0,Debit,,Other
